Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,CO2_Emissions_g_per_km,Safety_Rating,Units_Sold_2024,Warranty_Years,High_Range,Price_Segment,Range_per_kWh,Price_per_km,Efficiency_Tier,Est_Revenue_2024,Era
Audi,e-tron GT,2021,Lithium-Ion,132.1,176,Level 1 Charging,3.3,39484.19,Titanium,Spain,2,0.0,4.0,3931,4,0,Budget (<$50K),1.332,224.34,Low,155212350.89000002,Mid (2019-2021)
Xpeng,G9,2022,Calcium-Ion,131.9,362,Ccs,2.9,64249.14,Matte Green,Finland,0,0.0,5.0,12979,4,0,Mid ($50K–$80K),2.745,177.48,Medium,833889588.06,Recent (2022-2025)
Genesis,GV60,2021,Lithium-Sulfur,65.7,370,Plug-In Hydrogen Refueling,2.2,116893.2,Matte Green,Hungary,1,0.0,3.0,15458,3,0,Luxury (>$110K),5.632,315.93,High,1806935085.6,Mid (2019-2021)
Toyota,Lexus UX 300e,2023,Aluminum-Ion,83.6,230,Ccs,11.0,79586.51,Electric Blue,Singapore,2,0.0,4.0,3885,5,0,Mid ($50K–$80K),2.751,346.03,Medium,309193591.34999996,Recent (2022-2025)
Peugeot,e-208,2020,Calcium-Ion,85.5,395,Ultra-Fast Charging (350 Kw+),4.1,145723.63,Matte Black,Austria,5,0.0,3.0,15526,5,0,Luxury (>$110K),4.62,368.92,High,2262505079.38,Mid (2019-2021)
Lotus,Emeya,2024,Lead-Acid,140.6,163,Nacs,0.7,103429.51,Turquoise,India,1,0.0,4.0,4655,4,0,Premium ($80K–$110K),1.159,634.54,Low,481464369.04999995,Recent (2022-2025)
Zeekr,Zeekr X,2017,Lithium-Iron Phosphate,73.9,220,Dc Fast Charging (Dcfc),9.8,86401.31,Crimson Red,Spain,3,0.0,5.0,11284,4,0,Premium ($80K–$110K),2.977,392.73,Medium,974952382.04,Early (2015-2018)
Acura,ZDX (with GM Ultium),2023,Calcium-Ion,117.3,586,Level 2 Charging,2.4,145428.02,Platinum,Italy,0,0.0,3.0,876,4,1,Luxury (>$110K),4.996,248.17,High,127394945.52,Recent (2022-2025)
Volkswagen,ID.7,2019,Sodium-Ion,132.8,109,Chademo,9.1,109264.82,Matte Green,Czech Republic,1,0.0,4.0,3128,5,0,Premium ($80K–$110K),0.821,1002.43,Low,341780356.96000004,Mid (2019-2021)
Mazda,MX-30,2024,Solid-State,24.0,211,Nacs,11.4,118314.72,Orange,South Africa,5,0.0,5.0,1636,4,0,Luxury (>$110K),8.792,560.73,Top,193562881.92000002,Recent (2022-2025)
Zeekr,Zeekr 007,2019,Nickel-Manganese-Cobalt,82.7,424,Chademo,9.1,115491.65,Yellow,Uk,0,0.0,5.0,8202,3,1,Luxury (>$110K),5.127,272.39,High,947262513.3,Mid (2019-2021)
Peugeot,e-5008,2023,Nickel-Metal Hydride,71.3,505,Dc Fast Charging (Dcfc),7.9,83635.85,Cosmic Purple,New Zealand,2,0.0,5.0,9257,3,1,Premium ($80K–$110K),7.083,165.62,Top,774217063.45,Recent (2022-2025)
Volkswagen,ID.5,2018,Zinc-Air,49.4,415,Chademo,2.0,45377.85,Stealth Gray,Russia,1,0.0,4.0,11110,3,1,Budget (<$50K),8.401,109.34,Top,504147913.5,Early (2015-2018)
Mercedes-Benz,EQS,2025,Magnesium-Ion,87.8,549,Overhead Pantograph Charging,2.6,41976.9,Copper,South Africa,0,0.0,5.0,7546,5,1,Budget (<$50K),6.253,76.46,High,316757687.40000004,Recent (2022-2025)
Canoo,Pickup,2023,Nickel-Manganese-Cobalt,90.5,358,Solar Charging,2.5,124052.49,Stealth Gray,Czech Republic,5,0.0,5.0,8080,4,0,Luxury (>$110K),3.956,346.52,Medium,1002344119.2,Recent (2022-2025)
Mini,Mini Aceman,2024,Lithium-Sulfur,78.1,343,Level 2 Charging,10.6,99147.39,Volcanic Yellow,Belgium,1,0.0,5.0,1788,3,0,Premium ($80K–$110K),4.392,289.06,High,177275533.32,Recent (2022-2025)
Rimac,Nevera,2021,Solid-State,130.8,464,Vehicle-To-Load (V2L),7.3,64777.34,Racing Red,Malaysia,4,0.0,4.0,18661,5,1,Mid ($50K–$80K),3.547,139.61,Medium,1208809941.74,Mid (2019-2021)
Vinfast,VF 9,2018,Lithium-Titanate,73.9,570,Dc Fast Charging (Dcfc),10.5,134367.39,Purple,Finland,5,0.0,3.0,2118,3,1,Luxury (>$110K),7.713,235.73,Top,284590132.02000004,Early (2015-2018)
Dacia,Bigster EV (upcoming),2022,Nickel-Metal Hydride,49.9,423,Mobile Charging,11.6,36199.09,Sapphire Blue,Portugal,3,0.0,4.0,6445,5,1,Budget (<$50K),8.477,85.58,Top,233303135.04999998,Recent (2022-2025)
Vinfast,VFe34 (discontinued),2021,Aluminum-Ion,128.0,249,Vehicle-To-Load (V2L),8.3,98423.08,Cosmic Purple,New Zealand,5,0.0,3.0,666,3,0,Premium ($80K–$110K),1.945,395.27,Low,65549771.28,Mid (2019-2021)
Lamborghini,Revuelto (PHEV),2015,Magnesium-Ion,23.9,480,Battery Swapping,2.5,128039.67,Lime Green,Indonesia,3,0.0,4.0,16005,4,1,Luxury (>$110K),20.084,266.75,Top,2049274918.35,Early (2015-2018)
Jeep,Wagoneer S,2016,Lithium-Sulfur,132.7,492,Level 2 Charging,7.0,77704.62,Yellow,Usa,0,0.0,4.0,16870,5,1,Mid ($50K–$80K),3.708,157.94,Medium,1310876939.3999999,Early (2015-2018)
Great Wall Motors,ORA Good Cat,2019,Nickel-Metal Hydride,105.7,347,Solar Charging,10.6,116483.56,Matte Blue,Thailand,5,0.0,5.0,6500,3,0,Luxury (>$110K),3.283,335.69,Medium,757143140.0,Mid (2019-2021)
Fisker,Ocean,2022,Solid-State,96.2,179,Mobile Charging,1.2,108304.18,Gold,Switzerland,1,0.0,4.0,12227,5,0,Premium ($80K–$110K),1.861,605.05,Low,1324235208.86,Recent (2022-2025)
Geely,Emgrand EV,2022,Nickel-Manganese-Cobalt,77.8,228,Chademo,5.0,129957.22,Pink,Saudi Arabia,2,0.0,3.0,9815,5,0,Luxury (>$110K),2.931,569.99,Medium,1275530114.3,Recent (2022-2025)
Genesis,G80 Electric,2024,Solid-State,53.4,340,Vehicle-To-Load (V2L),1.4,137452.66,Emerald Green,Norway,0,0.0,5.0,18888,5,0,Luxury (>$110K),6.367,404.27,High,2596205842.08,Recent (2022-2025)
Chevrolet,Silverado EV,2019,Nickel-Cobalt-Aluminum,71.1,462,Vehicle-To-Grid (V2G),7.4,89704.33,Lime Green,Portugal,5,0.0,3.0,9497,3,1,Premium ($80K–$110K),6.498,194.17,High,851922022.01,Mid (2019-2021)
Byd,Dolphin,2021,Lead-Acid,105.3,225,Level 2 Charging,3.0,71791.78,Metallic Silver,India,4,0.0,4.0,10679,5,0,Mid ($50K–$80K),2.137,319.07,Low,766664418.62,Mid (2019-2021)
Geely,Emgrand EV,2021,Nickel-Manganese-Cobalt,46.9,473,Level 1 Charging,6.0,97228.32,Green,South Korea,1,0.0,5.0,9749,4,1,Premium ($80K–$110K),10.085,205.56,Top,947878891.6800001,Mid (2019-2021)
Nio,ES7,2021,Lithium-Titanate,108.2,581,Dc Fast Charging (Dcfc),2.6,75465.3,Gold,Finland,4,0.0,3.0,3516,5,1,Mid ($50K–$80K),5.37,129.89,High,265335994.8,Mid (2019-2021)
Xpeng,G6,2022,Sodium-Ion,71.3,252,Battery Swapping,3.1,134098.62,Silver,Israel,5,0.0,4.0,7133,3,0,Luxury (>$110K),3.534,532.14,Medium,956525456.4599999,Recent (2022-2025)
Bmw,iX3,2021,Lithium-Iron Phosphate,70.7,464,Ccs,9.6,36458.03,Sky Blue,China,0,0.0,5.0,1817,4,1,Budget (<$50K),6.563,78.57,High,66244240.51,Mid (2019-2021)
Mg,MG ZS EV,2016,Lithium-Iron Phosphate,116.3,286,Inductive (Wireless) Charging,10.5,112539.19,Aurora Blue,Belgium,2,0.0,5.0,5347,5,0,Luxury (>$110K),2.459,393.49,Low,601747048.9300001,Early (2015-2018)
Rimac,Nevera,2022,Nickel-Manganese-Cobalt,80.9,131,Mobile Charging,4.6,92019.48,Matte Blue,Japan,1,0.0,4.0,19955,5,0,Premium ($80K–$110K),1.619,702.44,Low,1836248723.3999999,Recent (2022-2025)
Kia,EV6,2019,Lithium-Titanate,91.4,598,Vehicle-To-Load (V2L),0.6,108822.94,Matte Green,Belgium,5,0.0,3.0,12815,5,1,Premium ($80K–$110K),6.543,181.98,High,1394565976.1000001,Mid (2019-2021)
Ferrari,SF90 Stradale (PHEV),2022,Calcium-Ion,54.0,110,Nacs,1.2,82147.06,Matte White,Saudi Arabia,2,0.0,4.0,4437,5,0,Premium ($80K–$110K),2.037,746.79,Low,364486505.21999997,Recent (2022-2025)
Cadillac,Lyriq,2023,Lithium-Sulfur,42.5,420,Overhead Pantograph Charging,1.2,100852.31,Burgundy,Indonesia,3,0.0,4.0,11009,5,1,Premium ($80K–$110K),9.882,240.12,Top,1110283080.79,Recent (2022-2025)
Cadillac,Lyriq,2017,Lithium-Iron Phosphate,110.1,285,Chademo,8.4,68779.62,Champagne,Germany,3,0.0,3.0,4844,5,0,Mid ($50K–$80K),2.589,241.33,Low,333168479.28,Early (2015-2018)
Opel,Grandland Electric,2017,Zinc-Air,140.7,508,Ultra-Fast Charging (350 Kw+),4.6,47246.35,Rose Gold,Malaysia,3,0.0,3.0,11493,5,1,Budget (<$50K),3.611,93.0,Medium,543002300.55,Early (2015-2018)
Genesis,G80 Electric,2019,Nickel-Manganese-Cobalt,142.6,310,Solar Charging,10.3,89860.42,Tan,Portugal,2,0.0,5.0,8040,3,0,Premium ($80K–$110K),2.174,289.87,Low,722477776.8,Mid (2019-2021)
Citroen,ë-C4,2016,Lead-Acid,143.4,471,Level 2 Charging,6.6,35894.12,Matte White,New Zealand,5,0.0,4.0,837,5,1,Budget (<$50K),3.285,76.21,Medium,30043378.44,Early (2015-2018)
Skoda,Enyaq Coupe,2023,Solid-State,104.6,263,Level 1 Charging,1.8,97441.44,Ruby Red,United Arab Emirates,3,0.0,4.0,8311,4,0,Premium ($80K–$110K),2.514,370.5,Low,809835807.84,Recent (2022-2025)
Zeekr,Zeekr 001,2024,Lithium-Iron Phosphate,78.0,515,Vehicle-To-Grid (V2G),4.8,129609.13,Burgundy,Czech Republic,2,0.0,4.0,14555,4,1,Luxury (>$110K),6.603,251.67,High,1886460887.15,Recent (2022-2025)
Toyota,Lexus UX 300e,2024,Nickel-Cobalt-Aluminum,146.6,201,Vehicle-To-Load (V2L),7.1,133274.31,Charcoal,Vietnam,1,0.0,3.0,11302,3,0,Luxury (>$110K),1.371,663.06,Low,1506266251.62,Recent (2022-2025)
Porsche,Macan EV,2022,Lithium-Sulfur,46.9,553,Vehicle-To-Load (V2L),3.3,148433.17,Blue,Hungary,0,0.0,4.0,127,4,1,Luxury (>$110K),11.791,268.41,Top,18851012.59,Recent (2022-2025)
Great Wall Motors,ORA Good Cat,2021,Lithium-Ion,101.2,542,Vehicle-To-Grid (V2G),2.4,39124.22,Teal,Israel,1,0.0,3.0,18747,5,1,Budget (<$50K),5.356,72.18,High,733461752.34,Mid (2019-2021)
Citroen,Ami,2020,Zinc-Air,34.9,385,Dc Fast Charging (Dcfc),5.5,65764.67,Volcanic Yellow,Austria,2,0.0,5.0,17273,4,0,Mid ($50K–$80K),11.032,170.82,Top,1135953144.91,Mid (2019-2021)
Lotus,Emeya,2019,Lead-Acid,117.2,449,Overhead Pantograph Charging,10.9,134651.02,Candy Apple Red,Canada,5,0.0,4.0,8648,5,1,Luxury (>$110K),3.831,299.89,Medium,1164462020.9599998,Mid (2019-2021)
Cadillac,Celestiq,2016,Aluminum-Ion,76.6,532,Mobile Charging,2.6,87467.04,Aurora Blue,New Zealand,1,0.0,3.0,7283,5,1,Premium ($80K–$110K),6.945,164.41,Top,637022452.3199999,Early (2015-2018)
Toyota,Lexus UX 300e,2022,Nickel-Manganese-Cobalt,68.0,562,Dc Fast Charging (Dcfc),9.5,140094.56,Green,United Arab Emirates,4,0.0,5.0,17624,3,1,Luxury (>$110K),8.265,249.28,Top,2469026525.44,Recent (2022-2025)
Volkswagen,ID.Buzz,2017,Calcium-Ion,97.3,427,Level 1 Charging,11.1,68842.48,White,Hungary,5,0.0,4.0,18039,4,1,Mid ($50K–$80K),4.388,161.22,High,1241849496.72,Early (2015-2018)
Mazda,MX-30,2020,Lithium-Titanate,93.7,392,Ultra-Fast Charging (350 Kw+),3.7,141067.0,Copper,Indonesia,3,0.0,3.0,4414,3,0,Luxury (>$110K),4.184,359.86,High,622669738.0,Mid (2019-2021)
Gmc,Hummer EV Pickup,2018,Aluminum-Ion,138.3,496,Vehicle-To-Grid (V2G),4.4,54261.4,Burgundy,Denmark,2,0.0,5.0,17750,3,1,Mid ($50K–$80K),3.586,109.4,Medium,963139850.0,Early (2015-2018)
Ferrari,Roma PHEV,2017,Lead-Acid,44.2,460,Ccs,7.3,139947.23,Matte Black,Russia,5,0.0,5.0,18088,3,1,Luxury (>$110K),10.407,304.23,Top,2531365496.2400002,Early (2015-2018)
Opel,Grandland Electric,2022,Lithium-Iron Phosphate,80.5,580,Vehicle-To-Grid (V2G),3.3,100558.76,Aurora Blue,Australia,5,0.0,4.0,12609,4,1,Premium ($80K–$110K),7.205,173.38,Top,1267945404.84,Recent (2022-2025)
Nissan,Ariya,2025,Zinc-Air,149.4,357,Mobile Charging,11.2,147129.86,Burgundy,South Korea,2,0.0,3.0,14538,5,0,Luxury (>$110K),2.39,412.13,Low,2138973904.6799998,Recent (2022-2025)
Volkswagen,ID.7,2021,Nickel-Metal Hydride,142.9,558,Level 1 Charging,8.4,32066.13,Candy Apple Red,Finland,1,0.0,4.0,4840,4,1,Budget (<$50K),3.905,57.47,Medium,155200069.20000002,Mid (2019-2021)
Lotus,Eletre,2020,Lithium-Sulfur,70.2,108,Mobile Charging,7.6,110485.34,Racing Red,Brazil,0,0.0,3.0,19138,5,0,Luxury (>$110K),1.538,1023.01,Low,2114468436.9199998,Mid (2019-2021)
Opel,Grandland Electric,2022,Nickel-Metal Hydride,56.1,426,Mobile Charging,6.9,116001.34,Matte Blue,United Arab Emirates,0,0.0,4.0,234,4,1,Luxury (>$110K),7.594,272.3,Top,27144313.56,Recent (2022-2025)
Pininfarina,Battista,2018,Lithium-Titanate,91.6,101,Overhead Pantograph Charging,2.8,77025.87,Sapphire Blue,New Zealand,3,0.0,4.0,1089,4,0,Mid ($50K–$80K),1.103,762.63,Low,83881172.42999999,Early (2015-2018)
Peugeot,e-208,2020,Solid-State,123.7,536,Level 2 Charging,5.2,79848.94,Midnight Black,China,4,0.0,3.0,18113,4,1,Mid ($50K–$80K),4.333,148.97,High,1446303850.22,Mid (2019-2021)
Vinfast,VF 6,2017,Nickel-Manganese-Cobalt,132.5,366,Mobile Charging,3.1,98299.48,Platinum,United Arab Emirates,0,0.0,5.0,5591,4,0,Premium ($80K–$110K),2.762,268.58,Medium,549592392.68,Early (2015-2018)
Hyundai,Ioniq 5,2022,Solid-State,82.3,101,Vehicle-To-Grid (V2G),8.4,97963.02,Titanium,South Africa,1,0.0,5.0,16444,3,0,Premium ($80K–$110K),1.227,969.93,Low,1610903900.88,Recent (2022-2025)
Zeekr,Zeekr 001,2021,Nickel-Manganese-Cobalt,41.0,374,Plug-In Hydrogen Refueling,5.4,110005.01,Silver,Thailand,2,0.0,4.0,14709,3,0,Luxury (>$110K),9.122,294.13,Top,1618063692.09,Mid (2019-2021)
Peugeot,e-3008,2019,Solid-State,125.4,263,Vehicle-To-Home (V2H),6.0,109072.77,Teal,Usa,1,0.0,5.0,17471,5,0,Premium ($80K–$110K),2.097,414.73,Low,1905610364.67,Mid (2019-2021)
Gmc,Hummer EV Pickup,2015,Flow Batteries,90.3,263,Mobile Charging,6.6,48149.84,Pink,Russia,2,0.0,3.0,17248,3,0,Budget (<$50K),2.913,183.08,Medium,830488440.3199999,Early (2015-2018)
Ford,E-Transit,2016,Lithium-Ion,123.1,143,Overhead Pantograph Charging,1.2,86029.81,Stealth Gray,Poland,0,0.0,4.0,3895,4,0,Premium ($80K–$110K),1.162,601.61,Low,335086109.95,Early (2015-2018)
Opel,Grandland Electric,2016,Solid-State,64.6,287,Plug-In Hydrogen Refueling,11.6,40719.9,Ruby Red,Czech Republic,3,0.0,4.0,1475,3,0,Budget (<$50K),4.443,141.88,High,60061852.5,Early (2015-2018)
Chevrolet,Volt (PHEV),2020,Lead-Acid,59.1,585,Chademo,2.0,87306.92,Cream,Singapore,0,0.0,5.0,10084,5,1,Premium ($80K–$110K),9.898,149.24,Top,880402981.28,Mid (2019-2021)
Polestar,Polestar 4,2021,Flow Batteries,65.3,456,Level 2 Charging,11.1,57031.71,Ruby Red,Thailand,1,0.0,3.0,9974,4,1,Mid ($50K–$80K),6.983,125.07,Top,568834275.54,Mid (2019-2021)
Rimac,Nevera,2022,Lithium-Ion,88.1,213,Ultra-Fast Charging (350 Kw+),4.5,123881.73,Navy Blue,Czech Republic,5,0.0,5.0,13335,4,0,Luxury (>$110K),2.418,581.6,Low,1651962869.55,Recent (2022-2025)
Seat,Avenger,2025,Zinc-Air,24.6,120,Level 2 Charging,3.5,55406.26,Cosmic Purple,United Arab Emirates,3,0.0,5.0,18026,5,0,Mid ($50K–$80K),4.878,461.72,High,998753242.76,Recent (2022-2025)
Faraday Future,FF 91,2022,Flow Batteries,41.5,261,Ccs,4.0,112490.97,Beige,Canada,0,0.0,4.0,6906,3,0,Luxury (>$110K),6.289,431.0,High,776862638.82,Recent (2022-2025)
Mahindra,XUV400,2024,Lead-Acid,145.9,554,Plug-In Hydrogen Refueling,11.7,145109.64,Matte Gray,France,0,0.0,4.0,12442,5,1,Luxury (>$110K),3.797,261.93,Medium,1805454140.88,Recent (2022-2025)
Kia,Niro EV,2023,Solid-State,67.4,151,Plug-In Hydrogen Refueling,3.4,61333.09,Tan,India,2,0.0,4.0,7177,4,0,Mid ($50K–$80K),2.24,406.18,Low,440187586.92999995,Recent (2022-2025)
Kia,Niro EV,2022,Nickel-Cobalt-Aluminum,97.2,331,Plug-In Hydrogen Refueling,2.5,134031.68,Burgundy,Israel,3,0.0,4.0,16000,4,0,Luxury (>$110K),3.405,404.93,Medium,2144506880.0,Recent (2022-2025)
Byd,Han EV,2023,Lithium-Ion,102.0,431,Vehicle-To-Home (V2H),1.9,138449.17,Ruby Red,Austria,3,0.0,4.0,1206,4,1,Luxury (>$110K),4.225,321.23,High,166969699.02,Recent (2022-2025)
Porsche,Cayenne Electric (upcoming),2016,Lithium-Sulfur,128.5,494,Battery Swapping,5.6,137598.53,Pink,Japan,2,0.0,4.0,8560,4,1,Luxury (>$110K),3.844,278.54,Medium,1177843416.8,Early (2015-2018)
Fisker,Ocean,2024,Aluminum-Ion,122.9,478,Solar Charging,8.9,74293.26,Green,Singapore,0,0.0,4.0,18274,3,1,Mid ($50K–$80K),3.889,155.43,Medium,1357635033.24,Recent (2022-2025)
Honda,Honda e (discontinued),2023,Nickel-Manganese-Cobalt,127.7,169,Level 1 Charging,7.4,127270.14,Cobalt Blue,Denmark,4,0.0,3.0,10238,3,0,Luxury (>$110K),1.323,753.08,Low,1302991693.32,Recent (2022-2025)
Canoo,Pickup,2025,Nickel-Cobalt-Aluminum,20.3,510,Vehicle-To-Load (V2L),3.7,111104.82,Magenta,Vietnam,2,0.0,5.0,4062,3,1,Luxury (>$110K),25.123,217.85,Top,451307778.84000003,Recent (2022-2025)
Fisker,Ocean,2019,Nickel-Metal Hydride,62.3,274,Plug-In Hydrogen Refueling,1.5,53694.85,Platinum,Vietnam,0,0.0,3.0,11799,4,0,Mid ($50K–$80K),4.398,195.97,High,633545535.15,Mid (2019-2021)
Audi,e-tron,2024,Flow Batteries,65.7,576,Chademo,10.5,105411.53,Navy Blue,Sweden,2,0.0,5.0,16492,5,1,Premium ($80K–$110K),8.767,183.01,Top,1738446952.76,Recent (2022-2025)
Bmw,iX1,2019,Flow Batteries,134.0,572,Nacs,8.5,82632.21,Aurora Blue,China,1,0.0,4.0,6040,5,1,Premium ($80K–$110K),4.269,144.46,High,499098548.40000004,Mid (2019-2021)
Gmc,Hummer EV Pickup,2022,Lead-Acid,141.7,475,Ultra-Fast Charging (350 Kw+),2.2,86383.47,Candy Apple Red,Belgium,3,0.0,5.0,14075,4,1,Premium ($80K–$110K),3.352,181.86,Medium,1215847340.25,Recent (2022-2025)
Mazda,Mazda EV (upcoming models),2024,Sodium-Ion,138.5,506,Ccs,7.2,131342.84,Stealth Gray,India,3,0.0,4.0,19122,5,1,Luxury (>$110K),3.653,259.57,Medium,2511537786.48,Recent (2022-2025)
Ford,E-Transit,2019,Zinc-Air,99.4,503,Dc Fast Charging (Dcfc),2.8,88678.05,Emerald Green,Russia,5,0.0,5.0,8540,5,1,Premium ($80K–$110K),5.06,176.3,High,757310547.0,Mid (2019-2021)
Canoo,MPDV,2015,Aluminum-Ion,109.3,217,Plug-In Hydrogen Refueling,8.0,137707.73,Ruby Red,Turkey,1,0.0,4.0,4044,5,0,Luxury (>$110K),1.985,634.6,Low,556890060.12,Early (2015-2018)
Dacia,Jogger Hybrid,2016,Nickel-Manganese-Cobalt,78.5,107,Mobile Charging,3.3,34947.7,Electric Blue,United Arab Emirates,1,0.0,4.0,3140,5,0,Budget (<$50K),1.363,326.61,Low,109735777.99999999,Early (2015-2018)
Nissan,Leaf,2021,Nickel-Cobalt-Aluminum,56.3,518,Level 1 Charging,2.3,80804.96,Matte White,South Korea,4,0.0,5.0,11972,3,1,Premium ($80K–$110K),9.201,155.99,Top,967396981.1200001,Mid (2019-2021)
Audi,e-tron,2020,Lithium-Sulfur,120.7,442,Ultra-Fast Charging (350 Kw+),7.0,95301.3,Yellow,Argentina,2,0.0,5.0,2767,3,1,Premium ($80K–$110K),3.662,215.61,Medium,263698697.1,Mid (2019-2021)
Skoda,Enyaq Coupe,2021,Lithium-Ion,85.0,533,Nacs,3.2,75606.71,Blue,Czech Republic,1,0.0,3.0,4703,4,1,Mid ($50K–$80K),6.271,141.85,High,355578357.13000005,Mid (2019-2021)
Mahindra,XUV400,2017,Aluminum-Ion,140.1,272,Ccs,7.8,96031.48,Ice Silver,Sweden,3,0.0,4.0,8018,4,0,Premium ($80K–$110K),1.941,353.06,Low,769980406.64,Early (2015-2018)
Chevrolet,Silverado EV,2017,Solid-State,27.8,248,Level 2 Charging,1.4,133973.75,Rose Gold,Finland,3,0.0,4.0,4454,5,0,Luxury (>$110K),8.921,540.22,Top,596719082.5,Early (2015-2018)
Gmc,Hummer EV Pickup,2015,Zinc-Air,149.8,344,Overhead Pantograph Charging,2.6,144721.89,Matte Black,Thailand,2,0.0,4.0,18099,3,0,Luxury (>$110K),2.296,420.7,Low,2619321487.11,Early (2015-2018)
Citroen,ë-Spacetourer,2023,Aluminum-Ion,125.2,577,Nacs,1.8,35036.66,Crimson Red,New Zealand,0,0.0,3.0,9193,3,1,Budget (<$50K),4.609,60.72,High,322092015.38000005,Recent (2022-2025)
Jeep,Wrangler 4xe (PHEV),2018,Zinc-Air,21.3,557,Chademo,0.8,36245.89,Rose Gold,Thailand,0,0.0,5.0,9323,4,1,Budget (<$50K),26.15,65.07,Top,337920432.46999997,Early (2015-2018)
Mazda,Mazda EV (upcoming models),2025,Nickel-Manganese-Cobalt,101.1,466,Nacs,1.2,50188.59,Crimson Red,Saudi Arabia,3,0.0,5.0,6789,3,1,Mid ($50K–$80K),4.609,107.7,High,340730337.51,Recent (2022-2025)
Volkswagen,ID.7,2022,Flow Batteries,108.3,593,Mobile Charging,3.4,43456.03,Matte Blue,Belgium,2,0.0,4.0,7691,5,1,Budget (<$50K),5.476,73.28,High,334220326.73,Recent (2022-2025)
Hyundai,Ioniq 7 (upcoming),2019,Sodium-Ion,98.0,332,Level 2 Charging,1.2,127678.89,Titanium,Singapore,2,0.0,4.0,19616,5,0,Luxury (>$110K),3.388,384.57,Medium,2504549106.24,Mid (2019-2021)
Polestar,Polestar 5 (upcoming),2020,Sodium-Ion,147.1,432,Overhead Pantograph Charging,8.0,63617.13,Pink,Saudi Arabia,3,0.0,4.0,16377,5,1,Mid ($50K–$80K),2.937,147.26,Medium,1041857738.01,Mid (2019-2021)
Changan,SL03,2024,Zinc-Air,27.0,196,Ccs,5.6,47377.26,Emerald Green,China,2,0.0,3.0,9265,3,0,Budget (<$50K),7.259,241.72,Top,438950313.90000004,Recent (2022-2025)
Rivian,R1T,2016,Magnesium-Ion,118.5,444,Vehicle-To-Grid (V2G),7.2,61757.05,Orange,South Korea,3,0.0,4.0,6550,3,1,Mid ($50K–$80K),3.747,139.09,Medium,404508677.5,Early (2015-2018)
Rimac,Nevera,2015,Calcium-Ion,141.7,185,Nacs,9.8,75986.03,Sky Blue,Singapore,3,0.0,4.0,13061,3,0,Mid ($50K–$80K),1.306,410.74,Low,992453537.83,Early (2015-2018)
Volvo,XC40 Recharge,2021,Solid-State,58.1,562,Chademo,2.7,30936.19,Aurora Blue,Uk,0,0.0,4.0,15240,5,1,Budget (<$50K),9.673,55.05,Top,471467535.59999996,Mid (2019-2021)
Honda,e:Ny1,2020,Magnesium-Ion,34.3,440,Overhead Pantograph Charging,0.8,38832.34,Cosmic Purple,Usa,3,0.0,4.0,14449,3,1,Budget (<$50K),12.828,88.26,Top,561088480.66,Mid (2019-2021)
Acura,ZDX (with GM Ultium),2017,Magnesium-Ion,74.2,215,Overhead Pantograph Charging,7.4,40443.39,Cobalt Blue,Vietnam,1,0.0,3.0,4917,5,0,Budget (<$50K),2.898,188.11,Medium,198860148.63,Early (2015-2018)
Porsche,Cayenne Electric (upcoming),2022,Solid-State,27.1,312,Mobile Charging,9.0,32604.25,Copper,Israel,1,0.0,4.0,9422,3,0,Budget (<$50K),11.513,104.5,Top,307197243.5,Recent (2022-2025)
Mini,Mini Cooper SE,2024,Lithium-Ion,67.7,143,Vehicle-To-Load (V2L),4.4,48139.06,Cosmic Purple,Russia,4,0.0,4.0,11399,3,0,Budget (<$50K),2.112,336.64,Low,548737144.9399999,Recent (2022-2025)
Xpeng,P7,2020,Lead-Acid,80.4,567,Ccs,5.1,117443.56,Forest Green,France,0,0.0,3.0,2185,4,1,Luxury (>$110K),7.052,207.13,Top,256614178.6,Mid (2019-2021)
Mercedes-Benz,EQA,2016,Nickel-Metal Hydride,58.1,512,Solar Charging,11.9,136420.35,Tan,Malaysia,5,0.0,5.0,15399,5,1,Luxury (>$110K),8.812,266.45,Top,2100736969.65,Early (2015-2018)
Honda,e:Ny1,2024,Aluminum-Ion,139.9,449,Vehicle-To-Grid (V2G),5.1,68541.17,Purple,South Korea,3,0.0,4.0,8328,3,1,Mid ($50K–$80K),3.209,152.65,Medium,570810863.76,Recent (2022-2025)
Jaguar,I-PACE,2022,Nickel-Cobalt-Aluminum,134.8,145,Vehicle-To-Home (V2H),0.8,42511.91,Ruby Red,Japan,3,0.0,5.0,7263,3,0,Budget (<$50K),1.076,293.19,Low,308764002.33000004,Recent (2022-2025)
Mini,Mini Aceman,2025,Calcium-Ion,104.5,332,Nacs,0.8,59326.88,Purple,New Zealand,2,0.0,3.0,1004,3,0,Mid ($50K–$80K),3.177,178.7,Medium,59564187.519999996,Recent (2022-2025)
Ferrari,SF90 Stradale (PHEV),2025,Magnesium-Ion,130.8,576,Mobile Charging,3.8,45585.63,Cream,South Korea,3,0.0,4.0,2461,3,1,Budget (<$50K),4.404,79.14,High,112186235.42999999,Recent (2022-2025)
Li Auto,L9,2018,Lithium-Sulfur,119.1,188,Solar Charging,11.5,114883.67,Titanium,China,2,0.0,4.0,12968,4,0,Luxury (>$110K),1.579,611.08,Low,1489811432.56,Early (2015-2018)
